project_code,band_predictions,probabilties
2016.1.00935.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.7670991240110718e-09, 0.440900038298133, 0.005015464874277524, 0.00016844503938370745, 0.34998607009766847, 0.20272060720748417, 0.001195341466993984, 1.3759342644883058e-05, 2.719063128625598e-07]"
2017.1.01174.S,"[1, 10, 9, 8, 5, 4, 3, 7, 6]","[5.42080232609989e-09, 0.061254812211527225, 0.007608438828590602, 0.00041480872202379835, 0.728006100438143, 0.20243768485501912, 0.0002259354162985098, 5.178079948531428e-05, 4.333081111667942e-07]"
2013.1.01307.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.8238397548014844e-08, 0.4283874870871132, 0.0040919550609118775, 0.00044182457507112505, 0.46257841475050643, 0.10222851806913494, 0.002147720227942841, 0.00012298262295037224, 1.0793679705040789e-06]"
2021.1.01034.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[2.8267235659597926e-07, 0.17205566283739465, 0.012026504370843138, 0.001810416433994563, 0.3525404429774431, 0.4569923836679825, 0.0038298870917838606, 0.0007261758607654157, 1.8244087436647647e-05]"
2015.1.00150.S,"[1, 10, 9, 5, 8, 7, 3, 4, 6]","[2.01540745167432e-06, 0.21904815801768432, 0.23753085742698163, 0.004529547493770622, 0.336468225438405, 0.19509196744982538, 0.005758375099013462, 0.0015043816294514172, 6.647203741426693e-05]"
2021.1.00214.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[8.311690245161695e-09, 0.07460542141371357, 0.0008297405624431003, 6.854197208099929e-05, 0.7710888224799517, 0.1531065464650091, 0.0002710451113459179, 2.9564524977754258e-05, 3.0915878525071935e-07]"
2015.1.00030.S,"[1, 10, 5, 9, 8, 4, 7, 3, 6]","[2.9578644264179796e-09, 0.3064706243761994, 0.0013238029103460223, 4.6399495441587754e-05, 0.623529249353592, 0.06773703333219, 0.0008342076560597863, 5.832113815900984e-05, 3.587801465524592e-07]"
2019.1.00271.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.9701804099286327e-08, 0.2140426867177595, 0.0021351090096485906, 0.00011011080733658988, 0.6888163377204151, 0.09437537547967087, 0.00046105499594297476, 5.7821975550664984e-05, 1.4835918689932203e-06]"
2016.1.00728.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.7012421146564225e-07, 0.027172469249478626, 0.009108425431332562, 0.0013207266634818852, 0.6488010863712782, 0.3107232019402568, 0.0024337181627449816, 0.0004310544069139212, 9.147650304733322e-06]"
2021.1.00844.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[6.57564390493392e-08, 0.040730122743320066, 0.005624602391612389, 0.0004501445791785081, 0.32136441085104606, 0.6294725148619608, 0.0020116398341887705, 0.00034329235990025677, 3.2066223569450416e-06]"
2022.1.01155.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.3139362395913195e-10, 0.05506082234358647, 0.0013842704960130411, 5.069879602710969e-05, 0.7544181945992346, 0.18892464556668076, 0.00015754217759353243, 3.802239937117365e-06, 2.364953621578038e-08]"
2015.1.00883.S,"[1, 10, 9, 5, 4, 8, 6, 7, 3]","[5.56725557046418e-09, 0.4918659074181519, 0.011323404767192242, 0.0007985272734469402, 0.19536824273003564, 0.2844936229973312, 0.015967053326446934, 0.0001815214983874085, 1.7144217541813224e-06]"
2017.1.00831.S,"[1, 10, 9, 8, 5, 4, 3, 6, 7]","[3.821961740671401e-08, 0.01788958698302938, 0.010919939306890091, 0.0036721529207458855, 0.39664598672096946, 0.5672932608605563, 0.0031866325265824335, 0.0003885608730596831, 3.841588551300949e-06]"
2018.1.00633.S,"[1, 10, 9, 5, 4, 8, 3, 7, 6]","[8.100139327454809e-09, 0.05530000422662593, 0.003036408218034915, 0.0005105102983809918, 0.669324040623865, 0.264552947369543, 0.007186050289792205, 8.883532751056572e-05, 1.1955461071126e-06]"
2018.1.01526.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[2.8478786308324786e-07, 0.45862884062720904, 0.03320260123129736, 0.0011414375527844121, 0.37880404131696305, 0.1166927740916835, 0.010951932252652213, 0.0005623543550213525, 1.5733784526596227e-05]"
2022.A.00035.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.6136161629959312e-08, 0.09652336043794246, 0.009630158539786307, 0.00029398504859962305, 0.60641469387108, 0.2850292300783112, 0.0019318625188027353, 0.00017536432585614275, 1.329043462001033e-06]"
2019.2.00039.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[5.0031858740210875e-09, 0.1349190688179079, 0.004342864268694502, 0.0001399060544029226, 0.728883112585036, 0.12822924147002138, 0.0033842588654981283, 0.00010077220136933888, 7.707338869190369e-07]"
2019.A.00017.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.3644831679672728e-09, 0.23386996193537085, 0.004952620249822855, 0.0004114411649251125, 0.6255783559993561, 0.1324159842318848, 0.0027528411279719787, 1.8588389531805638e-05, 2.0553665125146865e-07]"
2019.1.00570.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.958858298646335e-09, 0.06406870574243873, 0.0008237512720585382, 2.0303233519310807e-05, 0.7665863977954972, 0.1683315423431722, 0.00015443606359466118, 1.4740754501363044e-05, 1.2083635813880552e-07]"
2018.1.00024.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[4.437633097453072e-09, 0.1285966683577727, 0.0011376928477996712, 0.0001325995264272441, 0.6827536669769423, 0.18656053544328696, 0.0008022878976277168, 1.6192816911464232e-05, 3.516956006312366e-07]"
2018.1.01306.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[6.640527878562056e-09, 0.5622866118622584, 0.005361575899780667, 0.00021587420213547664, 0.3867396092715304, 0.043444202143031616, 0.00193247463504251, 1.9277487050074542e-05, 3.67858641357894e-07]"
2022.1.01392.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[8.05309209787341e-08, 0.6581115080165958, 0.0020112471798188944, 0.00016962392218694463, 0.29875826324414806, 0.03935916623156475, 0.0015205410596332725, 6.707706951728025e-05, 2.4927456108503753e-06]"
2017.1.00725.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.8308040898544233e-07, 0.38284523464800196, 0.007724949918881514, 0.0009821800476734312, 0.3782102384688784, 0.22329546901365369, 0.006328704163428459, 0.0006013714747767403, 1.1669184297965364e-05]"
2019.1.01138.S,"[1, 10, 5, 9, 8, 4, 3, 6, 7]","[1.1583134025787152e-08, 0.023329894700258584, 0.0023599262885856368, 0.00012975192683382307, 0.4765925490752259, 0.4968497642248039, 0.0006015885703948302, 0.00013574075499724742, 7.728757666643321e-07]"
2016.1.01197.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[9.411609325826815e-10, 0.04822741183520187, 0.0011826746693731364, 2.539188578201029e-05, 0.8296660913942726, 0.12069964009975975, 0.0001804468955710032, 1.8283070908561765e-05, 5.9207976961987966e-08]"
2021.1.00046.S,"[1, 10, 5, 9, 8, 4, 3, 7, 6]","[1.2422701706521587e-07, 0.13781623222845749, 0.004215878485935998, 0.0003610087409916631, 0.6816939500362287, 0.1737487016950662, 0.0017734110960927775, 0.000385762180156874, 4.9313100515942485e-06]"
2022.1.00604.S,"[1, 10, 9, 5, 8, 7, 4, 6, 3]","[1.020719722993376e-07, 0.6888342525517146, 0.05489041708283291, 0.0007605349715484343, 0.19774085867090174, 0.05406182726931198, 0.003631026492753898, 7.78657798898886e-05, 3.1151090805807495e-06]"
2016.1.00711.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[4.443188369470725e-08, 0.11136300393154497, 0.006357676946311338, 0.0004858073531881684, 0.5081554709338019, 0.3722741210712368, 0.0011893079383106429, 0.00017164375938493161, 2.923634339472709e-06]"
2018.1.00799.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[8.769945347608587e-10, 0.08369130536005888, 0.0022732888453933058, 5.847754846147217e-05, 0.7413162118219262, 0.17250755220762728, 0.00013941861998364218, 1.3643332993975428e-05, 1.0138656101608672e-07]"
2021.1.01364.S,"[1, 10, 9, 5, 8, 3, 4, 6, 7]","[2.542887737983599e-06, 0.045624533028032196, 0.07132105476669418, 0.007922369257543162, 0.23896506462393746, 0.6176058128576758, 0.015296800478992836, 0.003012014758708199, 0.000249807340678211]"
2022.1.01055.V,"[1, 10, 5, 9, 8, 4, 7, 3, 6]","[1.3642199131493967e-08, 0.052592670034530026, 0.00045491961594056605, 2.431559396249615e-05, 0.9073105794967492, 0.03935206984193483, 0.00023739174023122955, 2.7686487143217497e-05, 3.5354730740739417e-07]"
2021.1.00838.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[8.442127812092788e-09, 0.5607550085927876, 0.009456240084408435, 0.00019705126043368754, 0.29923023196492154, 0.12917613111148324, 0.0011623635293523352, 2.266569433924598e-05, 2.9932014913987036e-07]"
2016.1.01141.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.7919903235346595e-10, 0.1658537599175068, 0.0011953877767207476, 1.8322453492497815e-05, 0.761852924407968, 0.0709866095801767, 8.844945945175822e-05, 4.514783107249013e-06, 3.1342370949380245e-08]"
2023.1.00098.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.1687591862622963e-08, 0.1963245263281655, 0.003974753055362793, 0.00036982705137592287, 0.48327732706970383, 0.3144550416103028, 0.0015279130553748402, 6.92686372647747e-05, 1.3115048551568565e-06]"
2015.1.01161.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[7.935634780728801e-09, 0.45401359884168463, 0.0024604303702287548, 0.00014763155574395933, 0.35812509621360683, 0.18457662014454576, 0.0006479402869317311, 2.8090558202109766e-05, 5.840934210022026e-07]"
2017.1.00006.S,"[1, 10, 9, 5, 4, 8, 7, 6, 3]","[1.3769675490599576e-07, 0.618519096909089, 0.0021074668543860056, 0.00043283408750371087, 0.25469351939712437, 0.12161943763107343, 0.0024845282308597473, 0.00013682085061938662, 6.1583425908537394e-06]"
2016.1.01279.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.7412973361612536e-09, 0.21349280463687764, 0.004110533505806649, 0.00013940047554856803, 0.7084241068023618, 0.07307101854743163, 0.0007417927601637554, 2.023404333641239e-05, 1.0748718066239911e-07]"
2021.1.00815.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[3.310182337397407e-09, 0.6231463254557676, 0.004561067847707099, 5.624348580867042e-05, 0.34114975508139767, 0.03034977948925756, 0.0007253050861053486, 1.1373962898507835e-05, 1.4628087203855093e-07]"
2021.1.01002.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[7.572336399576575e-08, 0.5674398941068364, 0.009680098823766163, 0.000335632024198726, 0.317350013874875, 0.10253073384296364, 0.0025534162789859855, 0.00010748976199056238, 2.6455630196478577e-06]"
2012.1.00122.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[8.782254733720953e-10, 0.07168397704556043, 0.0006908497062471109, 1.6557051219136172e-05, 0.7225132499516391, 0.20495015682187345, 0.00013690228700763144, 8.23693842465094e-06, 6.931980153393804e-08]"
2022.1.00972.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[5.191238632313977e-10, 0.4532623568391113, 0.0029685488051331955, 9.69287190796072e-05, 0.4461243086764801, 0.09609483905220735, 0.0014451978831074557, 7.756398457893965e-06, 6.310730240438391e-08]"
2018.1.00285.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[2.739794780809876e-08, 0.34207607720989774, 0.01565840185413555, 0.0004393505086609089, 0.4975508579106513, 0.13996315561281653, 0.004080268768040804, 0.00023015208575360427, 1.7086520902176266e-06]"
2013.1.00271.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.134647866405435e-09, 0.6475729087801825, 0.002162533597377878, 3.4822787554523874e-05, 0.2520549799540344, 0.09763726474121033, 0.0005329312909728719, 4.464410800413982e-06, 9.330322243539051e-08]"
2017.1.00178.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[4.437633097453072e-09, 0.1285966683577727, 0.0011376928477996712, 0.0001325995264272441, 0.6827536669769423, 0.18656053544328696, 0.0008022878976277168, 1.6192816911464232e-05, 3.516956006312366e-07]"
2015.1.00186.S,"[1, 10, 9, 8, 5, 4, 3, 7, 6]","[9.537073853350582e-09, 0.03740832271166804, 0.0008945892639059008, 0.00011966580345113062, 0.8558632595844109, 0.10557538391815063, 0.00011791972416848547, 2.055837021289833e-05, 2.910869610875548e-07]"
2018.1.00520.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.6824022980945005e-09, 0.2551378272606302, 0.0032665120212084287, 0.00037055773816425236, 0.5820966788206452, 0.15847480413617293, 0.0005893733775849035, 6.398458681976717e-05, 2.6037636572424277e-07]"
2023.1.00734.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.163741946827822e-09, 0.5051622823368559, 0.006097889501255281, 0.00012224246765080266, 0.3795694472742474, 0.10836398188062024, 0.0006650347739808225, 1.5929067792598473e-05, 3.191533858357857e-06]"
2015.1.00979.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[3.808959945938531e-07, 0.13310181541472885, 0.010371707185065597, 0.0007785375493449432, 0.3915216935784714, 0.46023124311039565, 0.003477437592910443, 0.000508306326915397, 8.87834617575877e-06]"
2016.1.01304.T,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[9.323953835524079e-08, 0.0586534875406626, 0.010924749714727355, 0.0007025090486771325, 0.19758231874305054, 0.7307328100408162, 0.0011838950713674004, 0.0002147616777825567, 5.374923382307778e-06]"
2016.1.00450.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.4049645368790167e-08, 0.5648097639281571, 0.015911954990440246, 0.0004903281800613807, 0.3180291305006412, 0.09852807724648385, 0.0021558235174206114, 7.301918863349851e-05, 1.8883985182499166e-06]"
2021.2.00017.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.382529643690298e-07, 0.2611109202772342, 0.018139060323740425, 0.0015184894352535804, 0.4651114220815807, 0.24718946255223292, 0.006456098991527894, 0.0004638527418245325, 1.0355343642558423e-05]"
2018.1.01106.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[3.457309111624349e-07, 0.5225951567891407, 0.06145091034788787, 0.0012729119695084241, 0.23994762312471674, 0.16846244313640235, 0.005859916625032798, 0.0003984793114317792, 1.221296496394863e-05]"
2022.1.01173.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[5.872301384694454e-10, 0.06726999545865771, 0.0006928451153474744, 2.3539616339802467e-05, 0.8658384812789064, 0.06599601801096781, 0.00017467929749047468, 4.388211119421773e-06, 5.2423942170764696e-08]"
2019.1.01030.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.247454080596954e-07, 0.2035145785557895, 0.037170110933914924, 0.0007090052816235606, 0.5914012381987425, 0.1623748542878811, 0.004498077995276447, 0.0003237849883451983, 8.025013020453847e-06]"
2017.1.00277.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[3.0328904100035306e-09, 0.13942233572659163, 0.0006087845780146441, 2.867189582377976e-05, 0.8367800093565845, 0.02285670654784995, 0.00029493430298469317, 8.394254338027267e-06, 1.603049260190494e-07]"
2015.1.00650.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.764311156713035e-09, 0.24250876450481698, 0.002448603973823035, 0.00010345538790200134, 0.6099003596713274, 0.1436585993267154, 0.001332822738230031, 4.7177130001883294e-05, 2.1550287089253648e-07]"
2015.1.00597.S,"[1, 10, 9, 5, 4, 8, 7, 3, 6]","[7.753318450618474e-09, 0.24445194737975157, 0.001028229060105382, 5.458314543571234e-05, 0.6537514462160344, 0.09961391489293042, 0.0010463653227776278, 5.29799828987654e-05, 5.262467509214978e-07]"
2015.1.00212.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[3.2892597119941244e-08, 0.7437179715448087, 0.011885667021512171, 0.0003609210259478635, 0.19632016034175348, 0.04198090975007879, 0.005642572856023302, 9.013652994928333e-05, 1.6280373331982029e-06]"
2011.0.00525.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[7.994269117877e-10, 0.4565969925083096, 0.0028846045585202763, 0.0001084655918791008, 0.4153175609830292, 0.12445071193659574, 0.0006323916315388902, 9.139735440921473e-06, 1.3225526247199417e-07]"
2021.1.00988.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[4.323089922357493e-08, 0.8105688738406456, 0.016150369013650457, 0.0002882985228053711, 0.11575287918394701, 0.05207097758278577, 0.005128389107123173, 3.868183785970369e-05, 1.4876802825745278e-06]"
2021.1.00181.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.1805109442148392e-09, 0.3640309856695881, 0.008659230213087109, 0.0001575395667256774, 0.5674702482235555, 0.05739525027707945, 0.0022809959472547565, 5.6669649235023295e-06, 8.1957280167072e-08]"
2023.1.01149.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[6.692192203918961e-08, 0.042589934715827865, 0.010659362319478876, 0.0010922250774221345, 0.6435634110708575, 0.29963782994088967, 0.001888955497651408, 0.000564060978761393, 4.153477187079759e-06]"
2015.1.00296.S,"[1, 10, 9, 8, 5, 4, 3, 7, 6]","[8.469630894062703e-09, 0.025730817479420742, 0.008560400471410313, 0.001283376064295945, 0.7532942103267408, 0.21071907121813108, 0.0003591868543388605, 5.240892865459018e-05, 5.201873762858818e-07]"
2013.1.01070.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[1.2119551755160403e-08, 0.030406945491373582, 0.00307428516744573, 0.0002930765367764328, 0.3543433925829873, 0.6111835935597777, 0.0006187208744107833, 7.829719069891517e-05, 1.6764769745581872e-06]"
2018.1.01056.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[1.0635179772977197e-08, 0.4522029347060492, 0.006781677721810253, 0.00031878333896505785, 0.40919263457820976, 0.1280750710871619, 0.003321707633804209, 0.00010617629108639027, 1.0040077327237153e-06]"
2019.1.01238.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[6.181421068181533e-10, 0.7242800298485516, 0.006148153280452498, 6.453672579598743e-05, 0.2078099830972909, 0.06110764342133987, 0.0005783484386167496, 1.1232507197993618e-05, 7.206261221145587e-08]"
2015.1.00048.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[6.393241742781175e-09, 0.17236376074398083, 0.0036664702752682334, 0.0003135263889859157, 0.5881352323006814, 0.2345137828785801, 0.0009633942199780019, 4.3317306354237455e-05, 5.094929276723202e-07]"
2018.1.00427.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.5244671987203136e-10, 0.03174677693659043, 0.0016521145005293613, 9.048551756068982e-05, 0.7652978136068168, 0.2010524202477324, 0.00014399355092910946, 1.633875034768104e-05, 5.653704944861367e-08]"
2016.1.01453.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[3.362835007341589e-08, 0.16203424637655148, 0.003501148791641752, 0.0002069477979905136, 0.6436732666022937, 0.1884799814399322, 0.0019042588343217385, 0.00019827444993554687, 1.842078986415571e-06]"
2018.1.01774.S,"[1, 10, 9, 5, 8, 4, 3, 6, 7]","[3.950182278205839e-08, 0.08009738393411261, 0.005902842606093122, 0.000949433226542449, 0.36386495649619344, 0.5462853478582157, 0.0025743169934392554, 0.00032298030359744384, 2.699079980688853e-06]"
2019.1.00746.S,"[1, 10, 5, 9, 4, 8, 7, 3, 6]","[1.884733648239427e-09, 0.15507077079405832, 0.0013888112708540378, 3.868334714387704e-05, 0.7118977276224351, 0.12953636347808542, 0.0020251524761696013, 4.2166152391445473e-05, 3.2297412592363963e-07]"
2016.1.00375.S,"[1, 10, 5, 9, 8, 4, 7, 3, 6]","[1.7489675254376056e-08, 0.325747410953223, 0.005799132836153788, 0.00011124958975455069, 0.3857091646988326, 0.28146306616729244, 0.0010573967605343386, 0.00011168434339460268, 8.771611364990524e-07]"
2017.1.00258.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[4.008120987309513e-10, 0.7727775762188638, 0.0022022483423021, 4.345421911341692e-05, 0.17385001910226003, 0.050830148819642706, 0.00028934794367694184, 7.162619717109069e-06, 4.2333611443958647e-08]"
2011.0.00648.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[6.299190305504848e-10, 0.4636090728077016, 0.003100981365643488, 7.293289201697205e-05, 0.4559506871542734, 0.0761371985676282, 0.0011222621224580903, 6.788908247718029e-06, 7.5552114770272e-08]"
2022.1.00114.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[4.03063463033503e-09, 0.07136119576836082, 0.001664587564725444, 7.164007047527672e-05, 0.743871030344793, 0.1825503583903428, 0.00046288251997200763, 1.797036958607078e-05, 3.309411087309313e-07]"
2018.1.00294.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.9230086701880733e-10, 0.42821463274978305, 0.0012249310754065066, 3.500973989615164e-05, 0.4970295505296085, 0.073082706082671, 0.0004079666470190603, 5.1712137978072035e-06, 3.176951511680571e-08]"
2013.1.00911.S,"[1, 10, 9, 5, 8, 4, 7, 6, 3]","[3.10129543811321e-09, 0.535252997153986, 0.0036601034341362283, 0.00012111203186415285, 0.3301029528409522, 0.1295663750721426, 0.0012574790478943132, 3.8692863720237355e-05, 2.844540093749706e-07]"
2021.1.01545.S,"[1, 10, 9, 5, 4, 8, 7, 6, 3]","[8.748049338425726e-10, 0.4427207580419569, 0.00396843162562729, 0.00020939817121818608, 0.38514356280174733, 0.15183946327714293, 0.016079487158800716, 3.865865652400616e-05, 2.39392179891695e-07]"
2022.1.01132.S,"[1, 10, 9, 5, 8, 4, 3, 7, 6]","[1.6506149324857245e-07, 0.08021365782397831, 0.007859930117737002, 0.001329149957341994, 0.7497575146242479, 0.15744283160670486, 0.0029586477576002625, 0.00043014366882515516, 7.959382071915707e-06]"
2012.1.00762.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.0223978467185105e-10, 0.46125600593366467, 0.00032861613921156177, 7.1395315999483855e-06, 0.5164775437322906, 0.021831890851608797, 9.666493910554407e-05, 2.1242229866424725e-06, 1.4547298335660461e-08]"
2018.1.01594.S,"[1, 10, 9, 5, 8, 4, 7, 3, 6]","[1.4027850663752914e-08, 0.4447607093919863, 0.003471901100520829, 0.0001904374840595764, 0.4593200989511737, 0.09063044748429351, 0.0015714800287856103, 5.375464701689203e-05, 1.1568843105750692e-06]"
